equipamento;logradouro;horainicio;horafinal;quant000-009;porcentagem000-009;quant010-019;porcentagem010-019;quant020-029;porcentagem020-029;quant030-039;porcentagem030-039;quant040-049;porcentagem040-049;quant050-059;porcentagem050-059;quant060-069;porcentagem060-069;quant070-079;porcentagem070-079;quant080-089;porcentagem080-089;quant090-099;porcentagem090-099;quant100-200;porcentagem100-200;quanttotal;porcentagemtotal
CTTU-4535 (3RZ) do equipamento D23RZ000;RUA  ARQ LUIZ  NUNES, N 261A  PROX PC BO60575-ESQ C/ 1 TRAV PARIS - S. CENT -;04:00;05:00;2;0,66;12;0,32;64;0,37;224;0,19;212;0,31;73;0,93;27;1,53;12;3,23;1;1,3;2;9,09;1;4,55;630;0,29
CTTU-4535 (3RZ) do equipamento D23RZ000;RUA  ARQ LUIZ  NUNES, N 261A  PROX PC BO60575-ESQ C/ 1 TRAV PARIS - S. CENT -;05:00;06:00;4;1,31;120;3,22;227;1,32;942;0,82;722;1,06;152;1,93;42;2,37;9;2,43;1;1,3;2;9,09;0;0;2221;1,04
CTTU-4535 (3RZ) do equipamento D23RZ000;RUA  ARQ LUIZ  NUNES, N 261A  PROX PC BO60575-ESQ C/ 1 TRAV PARIS - S. CENT -;06:00;07:00;15;4,92;212;5,69;439;2,55;3120;2,71;2752;4,05;333;4,23;96;5,43;25;6,74;1;1,3;0;0;0;0;6993;3,26
CTTU-4535 (3RZ) do equipamento D23RZ000;RUA  ARQ LUIZ  NUNES, N 261A  PROX PC BO60575-ESQ C/ 1 TRAV PARIS - S. CENT -;07:00;08:00;24;7,87;318;8,53;991;5,76;8287;7,21;4904;7,22;411;5,23;69;3,9;16;4,31;1;1,3;0;0;0;0;15021;7,01
CTTU-4535 (3RZ) do equipamento D23RZ000;RUA  ARQ LUIZ  NUNES, N 261A  PROX PC BO60575-ESQ C/ 1 TRAV PARIS - S. CENT -;08:00;09:00;38;12,46;281;7,54;1193;6,94;9531;8,29;5148;7,57;428;5,44;74;4,18;8;2,16;1;1,3;1;4,55;2;9,09;16705;7,8
CTTU-4535 (3RZ) do equipamento D23RZ000;RUA  ARQ LUIZ  NUNES, N 261A  PROX PC BO60575-ESQ C/ 1 TRAV PARIS - S. CENT -;09:00;10:00;16;5,25;221;5,93;1136;6,6;8003;6,96;4602;6,77;517;6,57;104;5,88;10;2,7;1;1,3;1;4,55;0;0;14611;6,82
CTTU-4535 (3RZ) do equipamento D23RZ000;RUA  ARQ LUIZ  NUNES, N 261A  PROX PC BO60575-ESQ C/ 1 TRAV PARIS - S. CENT -;10:00;11:00;25;8,2;246;6,6;1062;6,17;7001;6,09;4587;6,75;560;7,12;99;5,6;16;4,31;4;5,19;3;13,64;1;4,55;13604;6,35
CTTU-4535 (3RZ) do equipamento D23RZ000;RUA  ARQ LUIZ  NUNES, N 261A  PROX PC BO60575-ESQ C/ 1 TRAV PARIS - S. CENT -;11:00;12:00;15;4,92;209;5,61;945;5,49;6967;6,06;4729;6,96;545;6,93;105;5,94;19;5,12;4;5,19;0;0;1;4,55;13539;6,32
CTTU-4535 (3RZ) do equipamento D23RZ000;RUA  ARQ LUIZ  NUNES, N 261A  PROX PC BO60575-ESQ C/ 1 TRAV PARIS - S. CENT -;12:00;13:00;14;4,59;193;5,18;879;5,11;7119;6,19;4996;7,35;529;6,73;130;7,35;14;3,77;1;1,3;0;0;0;0;13875;6,48
CTTU-4535 (3RZ) do equipamento D23RZ000;RUA  ARQ LUIZ  NUNES, N 261A  PROX PC BO60575-ESQ C/ 1 TRAV PARIS - S. CENT -;13:00;14:00;8;2,62;157;4,21;761;4,42;6363;5,54;4733;6,96;600;7,63;125;7,07;22;5,93;2;2,6;0;0;0;0;12771;5,96
CTTU-4535 (3RZ) do equipamento D23RZ000;RUA  ARQ LUIZ  NUNES, N 261A  PROX PC BO60575-ESQ C/ 1 TRAV PARIS - S. CENT -;14:00;15:00;12;3,93;147;3,95;811;4,71;6583;5,73;4873;7,17;548;6,97;102;5,77;22;5,93;3;3,9;0;0;0;0;13101;6,11
CTTU-4535 (3RZ) do equipamento D23RZ000;RUA  ARQ LUIZ  NUNES, N 261A  PROX PC BO60575-ESQ C/ 1 TRAV PARIS - S. CENT -;15:00;16:00;19;6,23;167;4,48;852;4,95;6634;5,77;4588;6,75;554;7,04;122;6,9;12;3,23;2;2,6;0;0;1;4,55;12951;6,04
CTTU-4535 (3RZ) do equipamento D23RZ000;RUA  ARQ LUIZ  NUNES, N 261A  PROX PC BO60575-ESQ C/ 1 TRAV PARIS - S. CENT -;16:00;17:00;12;3,93;224;6,01;985;5,73;6999;6,09;4141;6,09;440;5,59;84;4,75;15;4,04;4;5,19;0;0;1;4,55;12905;6,02
CTTU-4535 (3RZ) do equipamento D23RZ000;RUA  ARQ LUIZ  NUNES, N 261A  PROX PC BO60575-ESQ C/ 1 TRAV PARIS - S. CENT -;17:00;18:00;19;6,23;257;6,9;1386;8,06;8688;7,56;3980;5,86;405;5,15;75;4,24;6;1,62;5;6,49;0;0;1;4,55;14822;6,92
CTTU-4535 (3RZ) do equipamento D23RZ000;RUA  ARQ LUIZ  NUNES, N 261A  PROX PC BO60575-ESQ C/ 1 TRAV PARIS - S. CENT -;18:00;19:00;32;10,49;260;6,98;1746;10,15;9208;8,01;3074;4,52;272;3,46;55;3,11;12;3,23;0;0;1;4,55;0;0;14660;6,84
CTTU-4535 (3RZ) do equipamento D23RZ000;RUA  ARQ LUIZ  NUNES, N 261A  PROX PC BO60575-ESQ C/ 1 TRAV PARIS - S. CENT -;19:00;20:00;10;3,28;164;4,4;1080;6,28;5992;5,21;2414;3,55;242;3,08;49;2,77;11;2,96;3;3,9;0;0;1;4,55;9966;4,65
CTTU-4535 (3RZ) do equipamento D23RZ000;RUA  ARQ LUIZ  NUNES, N 261A  PROX PC BO60575-ESQ C/ 1 TRAV PARIS - S. CENT -;20:00;21:00;13;4,26;152;4,08;812;4,72;4362;3,8;2079;3,06;257;3,27;74;4,18;22;5,93;2;2,6;0;0;0;0;7773;3,63
CTTU-4535 (3RZ) do equipamento D23RZ000;RUA  ARQ LUIZ  NUNES, N 261A  PROX PC BO60575-ESQ C/ 1 TRAV PARIS - S. CENT -;21:00;22:00;7;2,3;100;2,68;659;3,83;3559;3,1;1899;2,79;241;3,06;72;4,07;25;6,74;4;5,19;2;9,09;1;4,55;6569;3,07
CTTU-4535 (3RZ) do equipamento D23RZ000;RUA  ARQ LUIZ  NUNES, N 261A  PROX PC BO60575-ESQ C/ 1 TRAV PARIS - S. CENT -;22:00;23:00;9;2,95;89;2,39;488;2,84;2524;2,2;1392;2,05;203;2,58;50;2,83;15;4,04;5;6,49;1;4,55;0;0;4776;2,23
CTTU-4535 (3RZ) do equipamento D23RZ000;RUA  ARQ LUIZ  NUNES, N 261A  PROX PC BO60575-ESQ C/ 1 TRAV PARIS - S. CENT -;23:00;23:59;4;1,31;67;1,8;277;1,61;1261;1,1;875;1,29;169;2,15;51;2,88;21;5,66;9;11,69;2;9,09;2;9,09;2738;1,28
