equipamento;logradouro;horainicio;horafinal;quant000-009;porcentagem000-009;quant010-019;porcentagem010-019;quant020-029;porcentagem020-029;quant030-039;porcentagem030-039;quant040-049;porcentagem040-049;quant050-059;porcentagem050-059;quant060-069;porcentagem060-069;quant070-079;porcentagem070-079;quant080-089;porcentagem080-089;quant090-099;porcentagem090-099;quant100-200;porcentagem100-200;quanttotal;porcentagemtotal
CTTU-4137 (3CR) do equipamento D23CR000;CABANGA - APOS A PONTE AGAMENON MAGALHAES, SENT. DERBY -;13:00;14:00;2;1,46;28;2,05;230;5,13;11105;5,53;42940;5,81;11680;5,89;244;1,73;11;0,26;2;0,16;0;0;0;0;66242;5,69
CTTU-4137 (3CR) do equipamento D23CR000;CABANGA - APOS A PONTE AGAMENON MAGALHAES, SENT. DERBY -;14:00;15:00;4;2,92;65;4,75;334;7,46;14925;7,43;46823;6,34;10337;5,21;209;1,48;18;0,42;0;0;0;0;0;0;72715;6,25
CTTU-4137 (3CR) do equipamento D23CR000;CABANGA - APOS A PONTE AGAMENON MAGALHAES, SENT. DERBY -;15:00;16:00;23;16,79;183;13,38;842;18,79;15754;7,85;45955;6,22;9899;4,99;170;1,2;16;0,38;5;0,4;0;0;0;0;72847;6,26
CTTU-4137 (3CR) do equipamento D23CR000;CABANGA - APOS A PONTE AGAMENON MAGALHAES, SENT. DERBY -;16:00;17:00;3;2,19;230;16,81;425;9,49;14105;7,02;46719;6,32;9885;4,98;229;1,62;25;0,59;6;0,48;0;0;0;0;71627;6,15
CTTU-4137 (3CR) do equipamento D23CR000;CABANGA - APOS A PONTE AGAMENON MAGALHAES, SENT. DERBY -;17:00;18:00;10;7,3;74;5,41;315;7,03;13663;6,8;47182;6,39;9477;4,78;247;1,75;29;0,68;10;0,81;1;0,46;0;0;71008;6,1
CTTU-4137 (3CR) do equipamento D23CR000;CABANGA - APOS A PONTE AGAMENON MAGALHAES, SENT. DERBY -;18:00;19:00;3;2,19;28;2,05;215;4,8;17123;8,53;43658;5,91;6339;3,19;148;1,05;23;0,54;1;0,08;1;0,46;0;0;67539;5,8
CTTU-4137 (3CR) do equipamento D23CR000;CABANGA - APOS A PONTE AGAMENON MAGALHAES, SENT. DERBY -;19:00;20:00;0;0;27;1,97;111;2,48;11758;5,86;40678;5,5;6708;3,38;150;1,06;19;0,45;4;0,32;0;0;1;2,04;59456;5,11
CTTU-4137 (3CR) do equipamento D23CR000;CABANGA - APOS A PONTE AGAMENON MAGALHAES, SENT. DERBY -;20:00;21:00;0;0;34;2,49;77;1,72;10524;5,24;40105;5,43;6823;3,44;144;1,02;11;0,26;2;0,16;0;0;0;0;57720;4,96
CTTU-4137 (3CR) do equipamento D23CR000;CABANGA - APOS A PONTE AGAMENON MAGALHAES, SENT. DERBY -;21:00;22:00;0;0;22;1,61;106;2,37;10679;5,32;38608;5,22;6699;3,38;134;0,95;15;0,35;2;0,16;0;0;1;2,04;56266;4,83
CTTU-4137 (3CR) do equipamento D23CR000;CABANGA - APOS A PONTE AGAMENON MAGALHAES, SENT. DERBY -;22:00;23:00;4;2,92;46;3,36;120;2,68;7553;3,76;35440;4,8;10268;5,17;833;5,89;174;4,09;36;2,91;10;4,59;3;6,12;54487;4,68
CTTU-4137 (3CR) do equipamento D23CR000;CABANGA - APOS A PONTE AGAMENON MAGALHAES, SENT. DERBY -;23:00;23:59;0;0;11;0,8;28;0,63;1344;0,67;13574;1,84;10367;5,22;1810;12,81;500;11,75;137;11,06;25;11,47;2;4,08;27798;2,39
CTTU-4142 (3CW) do equipamento D23CW000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO OLINDA;00:00;01:00;0;0;4;0,28;19;0,51;162;0,23;644;0,23;846;0,67;543;5,87;362;11,87;182;12,41;87;13,3;45;13,55;2894;0,59
CTTU-4142 (3CW) do equipamento D23CW000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO OLINDA;01:00;02:00;0;0;1;0,07;7;0,19;79;0,11;380;0,14;480;0,38;361;3,9;235;7,71;136;9,28;65;9,94;25;7,53;1769;0,36
CTTU-4142 (3CW) do equipamento D23CW000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO OLINDA;02:00;03:00;1;0,27;2;0,14;10;0,27;79;0,11;262;0,1;418;0,33;300;3,24;230;7,54;176;12,01;81;12,39;37;11,14;1596;0,32
CTTU-4142 (3CW) do equipamento D23CW000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO OLINDA;03:00;04:00;1;0,27;2;0,14;5;0,13;61;0,09;191;0,07;377;0,3;387;4,19;252;8,27;212;14,46;125;19,11;86;25,9;1699;0,34
CTTU-4142 (3CW) do equipamento D23CW000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO OLINDA;04:00;05:00;0;0;2;0,14;11;0,29;97;0,14;410;0,15;667;0,52;443;4,79;224;7,35;153;10,44;74;11,31;41;12,35;2122;0,43
CTTU-4142 (3CW) do equipamento D23CW000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO OLINDA;05:00;06:00;0;0;30;2,07;34;0,9;348;0,49;1980;0,72;2589;2,04;632;6,84;209;6,85;99;6,75;28;4,28;19;5,72;5968;1,21
CTTU-4142 (3CW) do equipamento D23CW000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO OLINDA;06:00;07:00;5;1,36;73;5,03;77;2,05;1873;2,62;9383;3,42;5706;4,49;269;2,91;34;1,12;12;0,82;1;0,15;0;0;17433;3,53
CTTU-4142 (3CW) do equipamento D23CW000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO OLINDA;07:00;08:00;10;2,72;65;4,48;189;5,03;5159;7,23;18505;6,74;7121;5,6;261;2,82;21;0,69;1;0,07;1;0,15;0;0;31333;6,35
CTTU-4142 (3CW) do equipamento D23CW000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO OLINDA;08:00;09:00;5;1,36;61;4,21;194;5,16;5406;7,58;18187;6,62;6889;5,42;221;2,39;30;0,98;2;0,14;2;0,31;2;0,6;30999;6,28
CTTU-4142 (3CW) do equipamento D23CW000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO OLINDA;09:00;10:00;6;1,63;41;2,83;244;6,49;5297;7,42;17779;6,47;6966;5,48;240;2,6;20;0,66;5;0,34;3;0,46;0;0;30601;6,2
CTTU-4142 (3CW) do equipamento D23CW000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO OLINDA;10:00;11:00;2;0,54;53;3,66;194;5,16;4893;6,86;18364;6,69;7642;6,01;226;2,44;17;0,56;6;0,41;2;0,31;1;0,3;31400;6,36
CTTU-4142 (3CW) do equipamento D23CW000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO OLINDA;11:00;12:00;5;1,36;45;3,1;178;4,74;4959;6,95;19048;6,94;8149;6,41;251;2,71;24;0,79;7;0,48;0;0;0;0;32666;6,62
CTTU-4142 (3CW) do equipamento D23CW000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO OLINDA;12:00;13:00;2;0,54;50;3,45;161;4,29;4010;5,62;17662;6,43;8361;6,57;308;3,33;26;0,85;7;0,48;2;0,31;2;0,6;30591;6,2
CTTU-4142 (3CW) do equipamento D23CW000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO OLINDA;13:00;14:00;2;0,54;38;2,62;114;3,03;2414;3,38;13081;4,76;7648;6,01;254;2,75;22;0,72;9;0,61;1;0,15;1;0,3;23584;4,78
CTTU-4142 (3CW) do equipamento D23CW000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO OLINDA;14:00;15:00;2;0,54;34;2,34;112;2,98;2819;3,95;14379;5,24;8058;6,33;263;2,84;21;0,69;3;0,2;0;0;0;0;25691;5,21
CTTU-4142 (3CW) do equipamento D23CW000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO OLINDA;15:00;16:00;4;1,09;60;4,14;207;5,51;3216;4,51;15869;5,78;8199;6,45;260;2,81;17;0,56;2;0,14;1;0,15;0;0;27835;5,64
CTTU-4142 (3CW) do equipamento D23CW000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO OLINDA;16:00;17:00;12;3,27;104;7,17;306;8,14;3928;5,5;18844;6,86;8593;6,76;275;2,97;31;1,02;4;0,27;2;0,31;0;0;32099;6,5
CTTU-4142 (3CW) do equipamento D23CW000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO OLINDA;17:00;18:00;16;4,36;142;9,79;412;10,97;7057;9,89;24534;8,93;7660;6,02;224;2,42;33;1,08;5;0,34;1;0,15;1;0,3;40085;8,12
CTTU-4142 (3CW) do equipamento D23CW000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO OLINDA;18:00;19:00;202;55,04;244;16,83;416;11,07;9055;12,69;21532;7,84;5243;4,12;156;1,69;25;0,82;3;0,2;2;0,31;0;0;36878;7,47
CTTU-4142 (3CW) do equipamento D23CW000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO OLINDA;19:00;20:00;65;17,71;247;17,03;492;13,1;5033;7,05;17015;6,2;5871;4,62;155;1,68;18;0,59;1;0,07;0;0;1;0,3;28898;5,86
CTTU-4142 (3CW) do equipamento D23CW000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO OLINDA;20:00;21:00;4;1,09;40;2,76;102;2,71;2497;3,5;11846;4,31;5885;4,63;234;2,53;32;1,05;3;0,2;3;0,46;4;1,2;20650;4,18
CTTU-4142 (3CW) do equipamento D23CW000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO OLINDA;21:00;22:00;15;4,09;64;4,41;175;4,66;1696;2,38;8825;3,21;6120;4,81;280;3,03;41;1,34;8;0,55;3;0,46;0;0;17227;3,49
CTTU-4142 (3CW) do equipamento D23CW000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO OLINDA;22:00;23:00;7;1,91;28;1,93;58;1,54;861;1,21;4348;1,58;5532;4,35;1652;17,87;582;19,09;218;14,87;87;13,3;30;9,04;13403;2,72
CTTU-4142 (3CW) do equipamento D23CW000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO OLINDA;23:00;23:59;1;0,27;20;1,38;40;1,06;365;0,51;1581;0,58;2180;1,71;1051;11,37;543;17,81;212;14,46;83;12,69;37;11,14;6113;1,24
CTTU-4143 (3CX) do equipamento D23CX000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO OLINDA;00:00;01:00;0;0;1;0,03;4;0,12;291;0,38;2473;0,52;4089;1,57;2021;9,79;1024;16,33;465;14,94;193;14,77;94;15,77;10655;1,24
CTTU-4143 (3CX) do equipamento D23CX000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO OLINDA;01:00;02:00;0;0;2;0,07;7;0,21;164;0,21;1477;0,31;2404;0,92;1280;6,2;730;11,64;397;12,75;174;13,31;70;11,74;6705;0,78
CTTU-4143 (3CX) do equipamento D23CX000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO OLINDA;02:00;03:00;0;0;3;0,1;5;0,15;101;0,13;1076;0,22;1774;0,68;1048;5,07;631;10,06;403;12,95;157;12,01;74;12,42;5272;0,61
CTTU-4143 (3CX) do equipamento D23CX000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO OLINDA;03:00;04:00;0;0;3;0,1;3;0,09;30;0,04;549;0,11;1449;0,56;1069;5,18;779;12,42;463;14,87;229;17,52;109;18,29;4683;0,55
CTTU-4143 (3CX) do equipamento D23CX000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO OLINDA;04:00;05:00;0;0;3;0,1;1;0,03;53;0,07;573;0,12;1706;0,65;1106;5,35;609;9,71;349;11,21;179;13,7;76;12,75;4655;0,54
CTTU-4143 (3CX) do equipamento D23CX000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO OLINDA;05:00;06:00;2;0,14;2;0,07;4;0,12;155;0,2;2912;0,61;6295;2,41;1318;6,38;385;6,14;164;5,27;69;5,28;25;4,19;11331;1,32
CTTU-4143 (3CX) do equipamento D23CX000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO OLINDA;06:00;07:00;1;0,07;22;0,75;25;0,74;714;0,92;12687;2,64;13190;5,05;567;2,75;26;0,41;4;0,13;2;0,15;3;0,5;27241;3,17
CTTU-4143 (3CX) do equipamento D23CX000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO OLINDA;07:00;08:00;1;0,07;15;0,51;49;1,46;1518;1,96;19792;4,12;15020;5,75;557;2,7;15;0,24;6;0,19;2;0,15;0;0;36975;4,31
CTTU-4143 (3CX) do equipamento D23CX000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO OLINDA;08:00;09:00;0;0;22;0,75;34;1,01;1946;2,51;20803;4,33;14841;5,69;545;2,64;24;0,38;6;0,19;0;0;2;0,34;38223;4,45
CTTU-4143 (3CX) do equipamento D23CX000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO OLINDA;09:00;10:00;1;0,07;22;0,75;46;1,37;2930;3,78;23970;4,99;14051;5,38;420;2,03;14;0,22;2;0,06;2;0,15;0;0;41458;4,83
CTTU-4143 (3CX) do equipamento D23CX000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO OLINDA;10:00;11:00;0;0;26;0,88;78;2,32;3768;4,86;28132;5,86;14432;5,53;509;2,46;18;0,29;2;0,06;1;0,08;1;0,17;46967;5,47
CTTU-4143 (3CX) do equipamento D23CX000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO OLINDA;11:00;12:00;1;0,07;45;1,53;53;1,58;4289;5,54;30382;6,33;15422;5,91;514;2,49;18;0,29;5;0,16;3;0,23;1;0,17;50733;5,91
CTTU-4143 (3CX) do equipamento D23CX000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO OLINDA;12:00;13:00;2;0,14;50;1,7;83;2,47;3625;4,68;29402;6,13;15410;5,9;505;2,45;15;0,24;4;0,13;2;0,15;1;0,17;49099;5,72
CTTU-4143 (3CX) do equipamento D23CX000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO OLINDA;13:00;14:00;0;0;27;0,92;40;1,19;2435;3,14;25553;5,32;15451;5,92;559;2,71;25;0,4;4;0,13;3;0,23;1;0,17;44098;5,14
CTTU-4143 (3CX) do equipamento D23CX000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO OLINDA;14:00;15:00;1;0,07;36;1,22;49;1,46;3336;4,31;28175;5,87;15546;5,96;561;2,72;30;0,48;6;0,19;1;0,08;0;0;47741;5,56
CTTU-4143 (3CX) do equipamento D23CX000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO OLINDA;15:00;16:00;74;5,26;375;12,73;377;11,22;4599;5,94;31380;6,54;15594;5,97;473;2,29;21;0,33;4;0,13;1;0,08;1;0,17;52899;6,17
CTTU-4143 (3CX) do equipamento D23CX000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO OLINDA;16:00;17:00;206;14,64;491;16,67;454;13,51;5775;7,46;35308;7,36;14602;5,59;475;2,3;17;0,27;8;0,26;2;0,15;1;0,17;57339;6,68
CTTU-4143 (3CX) do equipamento D23CX000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO OLINDA;17:00;18:00;133;9,45;445;15,11;635;18,89;9731;12,56;40837;8,51;13286;5,09;357;1,73;21;0,33;8;0,26;1;0,08;1;0,17;65455;7,63
CTTU-4143 (3CX) do equipamento D23CX000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO OLINDA;18:00;19:00;407;28,93;514;17,45;513;15,26;13894;17,94;37591;7,83;8938;3,42;239;1,16;9;0,14;5;0,16;2;0,15;3;0,5;62115;7,24
CTTU-4143 (3CX) do equipamento D23CX000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO OLINDA;19:00;20:00;269;19,12;587;19,93;601;17,88;8867;11,45;34334;7,15;9792;3,75;267;1,29;13;0,21;4;0,13;1;0,08;0;0;54735;6,38
CTTU-4143 (3CX) do equipamento D23CX000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO OLINDA;20:00;21:00;3;0,21;29;0,98;65;1,93;4694;6,06;27773;5,79;11033;4,23;360;1,74;22;0,35;2;0,06;2;0,15;3;0,5;43986;5,13
CTTU-4143 (3CX) do equipamento D23CX000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO OLINDA;21:00;22:00;274;19,47;146;4,96;80;2,38;2479;3,2;24623;5,13;13091;5,02;490;2,37;18;0,29;7;0,22;2;0,15;1;0,17;41211;4,8
CTTU-4143 (3CX) do equipamento D23CX000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO OLINDA;22:00;23:00;30;2,13;64;2,17;99;2,95;1203;1,55;14318;2,98;15313;5,87;2796;13,54;760;12,12;306;9,83;100;7,65;43;7,21;35032;4,08
CTTU-4143 (3CX) do equipamento D23CX000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO OLINDA;23:00;23:59;2;0,14;16;0,54;56;1,67;859;1,11;5780;1,2;8299;3,18;2618;12,68;1048;16,71;489;15,71;179;13,7;86;14,43;19432;2,26
CTTU-4144 (3CY) do equipamento D23CY000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO DERBY;00:00;01:00;4;0,51;108;4,96;308;5,83;173;0,39;1099;0,48;1665;1,83;656;9,64;292;10,15;134;10,69;37;11,6;24;16,55;4500;1,18
CTTU-4144 (3CY) do equipamento D23CY000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO DERBY;01:00;02:00;0;0;25;1,15;135;2,55;99;0,22;601;0,26;908;1;465;6,83;261;9,07;130;10,38;36;11,29;18;12,41;2678;0,7
CTTU-4144 (3CY) do equipamento D23CY000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO DERBY;02:00;03:00;0;0;11;0,51;41;0,78;55;0,12;370;0,16;784;0,86;579;8,51;380;13,21;185;14,76;39;12,23;16;11,03;2460;0,64
CTTU-4144 (3CY) do equipamento D23CY000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO DERBY;03:00;04:00;0;0;2;0,09;5;0,09;27;0,06;307;0,14;836;0,92;579;8,51;378;13,14;198;15,8;51;15,99;16;11,03;2399;0,63
CTTU-4144 (3CY) do equipamento D23CY000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO DERBY;04:00;05:00;0;0;0;0;2;0,04;26;0,06;487;0,21;1211;1,33;648;9,52;423;14,7;224;17,88;58;18,18;22;15,17;3101;0,81
CTTU-4144 (3CY) do equipamento D23CY000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO DERBY;05:00;06:00;1;0,13;0;0;1;0,02;209;0,47;3879;1,71;4005;4,4;527;7,74;236;8,2;118;9,42;35;10,97;20;13,79;9031;2,36
CTTU-4144 (3CY) do equipamento D23CY000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO DERBY;06:00;07:00;1;0,13;4;0,18;38;0,72;2854;6,38;12664;5,58;4140;4,55;156;2,29;44;1,53;16;1,28;3;0,94;2;1,38;19922;5,21
CTTU-4144 (3CY) do equipamento D23CY000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO DERBY;07:00;08:00;6;0,76;9;0,41;36;0,68;3524;7,88;15497;6,83;4257;4,68;112;1,65;7;0,24;1;0,08;1;0,31;1;0,69;23451;6,13
CTTU-4144 (3CY) do equipamento D23CY000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO DERBY;08:00;09:00;2;0,25;8;0,37;30;0,57;2898;6,48;14383;6,34;4262;4,68;78;1,15;17;0,59;4;0,32;0;0;0;0;21682;5,67
CTTU-4144 (3CY) do equipamento D23CY000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO DERBY;09:00;10:00;4;0,51;20;0,92;35;0,66;1975;4,42;12834;5,65;4375;4,81;91;1,34;22;0,76;4;0,32;0;0;3;2,07;19363;5,06
CTTU-4144 (3CY) do equipamento D23CY000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO DERBY;10:00;11:00;0;0;5;0,23;21;0,4;1697;3,8;12971;5,71;4668;5,13;97;1,43;10;0,35;1;0,08;0;0;0;0;19470;5,09
CTTU-4144 (3CY) do equipamento D23CY000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO DERBY;11:00;12:00;4;0,51;199;9,14;335;6,34;1811;4,05;12291;5,42;5255;5,77;132;1,94;19;0,66;3;0,24;1;0,31;1;0,69;20051;5,24
CTTU-4144 (3CY) do equipamento D23CY000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO DERBY;12:00;13:00;21;2,67;424;19,47;624;11,81;1599;3,58;10665;4,7;4793;5,27;90;1,32;13;0,45;7;0,56;0;0;0;0;18236;4,77
CTTU-4144 (3CY) do equipamento D23CY000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO DERBY;13:00;14:00;15;1,91;236;10,84;663;12,55;2331;5,21;13882;6,12;5662;6,22;136;2;9;0,31;2;0,16;2;0,63;0;0;22938;6
CTTU-4144 (3CY) do equipamento D23CY000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO DERBY;14:00;15:00;1;0,13;83;3,81;657;12,43;3042;6,8;14918;6,57;5599;6,15;109;1,6;14;0,49;4;0,32;1;0,31;1;0,69;24429;6,39
CTTU-4144 (3CY) do equipamento D23CY000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO DERBY;15:00;16:00;88;11,18;307;14,1;833;15,76;3069;6,86;14586;6,43;5339;5,87;85;1,25;10;0,35;2;0,16;1;0,31;0;0;24320;6,36
CTTU-4144 (3CY) do equipamento D23CY000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO DERBY;16:00;17:00;30;3,81;49;2,25;313;5,92;3462;7,74;14145;6,23;4748;5,22;125;1,84;12;0,42;2;0,16;1;0,31;0;0;22887;5,99
CTTU-4144 (3CY) do equipamento D23CY000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO DERBY;17:00;18:00;391;49,68;237;10,88;317;6;3796;8,49;14084;6,21;4582;5,03;92;1,35;18;0,63;1;0,08;2;0,63;0;0;23520;6,15
CTTU-4144 (3CY) do equipamento D23CY000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO DERBY;18:00;19:00;200;25,41;164;7,53;362;6,85;4997;11,18;14278;6,29;3338;3,67;83;1,22;11;0,38;4;0,32;0;0;1;0,69;23438;6,13
CTTU-4144 (3CY) do equipamento D23CY000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO DERBY;19:00;20:00;4;0,51;19;0,87;94;1,78;2986;6,68;12699;5,59;3407;3,74;62;0,91;7;0,24;3;0,24;1;0,31;0;0;19282;5,04
CTTU-4144 (3CY) do equipamento D23CY000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO DERBY;20:00;21:00;2;0,25;6;0,28;26;0,49;1783;3,99;10680;4,71;3730;4,1;65;0,95;13;0,45;1;0,08;2;0,63;0;0;16308;4,27
CTTU-4144 (3CY) do equipamento D23CY000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO DERBY;21:00;22:00;2;0,25;22;1,01;111;2,1;1284;2,87;10174;4,48;4165;4,58;89;1,31;9;0,31;2;0,16;0;0;1;0,69;15859;4,15
CTTU-4144 (3CY) do equipamento D23CY000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO DERBY;22:00;23:00;0;0;28;1,29;34;0,64;551;1,23;6448;2,84;5694;6,26;834;12,25;288;10,01;81;6,46;16;5,02;6;4,14;13980;3,66
CTTU-4144 (3CY) do equipamento D23CY000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO DERBY;23:00;23:59;11;1,4;212;9,73;263;4,98;464;1,04;3033;1,34;3581;3,93;917;13,47;384;13,35;126;10,06;32;10,03;13;8,97;9036;2,36
CTTU-4145 (3CZ) do equipamento D23CZ000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO DERBY;00:00;01:00;1;0,17;7;0,78;18;0,42;122;0,17;772;0,35;1064;1,36;420;7,04;198;10,5;72;9,34;25;10,55;9;10,34;2708;0,7
CTTU-4145 (3CZ) do equipamento D23CZ000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO DERBY;01:00;02:00;0;0;2;0,22;5;0,12;83;0,11;393;0,18;632;0,81;323;5,41;151;8,01;85;11,02;26;10,97;5;5,75;1705;0,44
CTTU-4145 (3CZ) do equipamento D23CZ000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO DERBY;02:00;03:00;1;0,17;5;0,56;8;0,19;43;0,06;282;0,13;500;0,64;356;5,97;249;13,2;87;11,28;38;16,03;11;12,64;1580;0,41
CTTU-4145 (3CZ) do equipamento D23CZ000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO DERBY;03:00;04:00;0;0;2;0,22;10;0,23;40;0,05;352;0,16;682;0,87;496;8,32;273;14,48;127;16,47;34;14,35;21;24,14;2037;0,52
CTTU-4145 (3CZ) do equipamento D23CZ000;AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI - SENTIDO DERBY;04:00;05:00;2;0,35;4;0,45;15;0,35;124;0,17;756;0,34;1282;1,64;583;9,77;304;16,12;156;20,23;35;14,77;19;21,84;3280;0,84
